2 may 2005,73.0,45.0,0.00,0.00
3 may 2005,71.1,50.0,0.00,0.00
4 may 2005,68.0,52.0,0.03,0.00
5 may 2005,69.1,53.1,0.88,0.00
6 may 2005,64.0,51.1,0.26,0.00
7 may 2005,64.0,46.9,0.06,0.00
8 may 2005,71.1,46.0,0.06,0.00
9 may 2005,60.1,45.0,0.45,0.00
10 may 2005,55.0,43.0,0.00,0.00
11 may 2005,63.0,45.0,0.05,0.00
12 may 2005,70.0,45.0,0.00,0.00
13 may 2005,75.0,48.9,0.00,0.00
14 may 2005,75.9,54.0,0.00,0.00
15 may 2005,68.0,57.0,0.18,0.00
16 may 2005,59.0,46.0,0.81,0.00
17 may 2005,60.1,43.0,T,0.00
18 may 2005,70.0,51.1,0.06,0.00
19 may 2005,68.0,51.1,0.08,0.00
20 may 2005,68.0,48.9,0.07,0.00
21 may 2005,68.0,41.0,0.00,0.00
22 may 2005,79.0,51.1,0.00,0.00
23 may 2005,66.0,41.0,0.00,0.00
24 may 2005,68.0,42.1,0.00,0.00
25 may 2005,73.0,39.9,0.00,0.00
26 may 2005,81.0,51.1,0.00,0.00
27 may 2005,84.9,54.0,0.00,0.00
28 may 2005,87.1,57.0,0.00,0.00
29 may 2005,82.0,57.0,0.40,0.00
30 may 2005,79.0,52.0,0.00,0.00
31 may 2005,73.0,51.1,0.57,0.00
1 jun 2005,64.9,46.9,T,0.00
2 jun 2005,68.0,42.1,0.00,0.00
3 jun 2005,73.0,46.0,0.00,0.00
4 jun 2005,77.0,50.0,0.00,0.00
5 jun 2005,66.9,51.1,0.03,0.00
6 jun 2005,64.9,43.0,0.00,0.00
7 jun 2005,63.0,42.1,0.00,0.00
8 jun 2005,64.0,42.1,0.00,0.00
9 jun 2005,73.0,45.0,0.00,0.00
10 jun 2005,75.0,48.0,0.00,0.00
11 jun 2005,73.0,48.9,0.00,0.00
12 jun 2005,66.9,46.0,0.00,0.00
13 jun 2005,78.1,44.1,0.00,0.00
14 jun 2005,90.0,57.0,0.00,0.00
15 jun 2005,82.0,52.0,0.00,0.00
16 jun 2005,86.0,57.0,0.03,0.00
17 jun 2005,69.1,53.1,0.41,0.00
18 jun 2005,70.0,51.1,0.10,0.00
19 jun 2005,84.0,46.0,0.00,0.00
20 jun 2005,95.0,53.1,0.00,0.00
21 jun 2005,100.9,68.0,0.00,0.00
22 jun 2005,90.0,57.9,0.00,0.00
23 jun 2005,84.0,54.0,0.00,0.00
24 jun 2005,91.0,53.1,0.00,0.00
25 jun 2005,86.0,62.1,0.00,0.00
26 jun 2005,81.0,57.9,T,0.00
27 jun 2005,70.0,57.9,0.32,0.00
28 jun 2005,71.1,55.0,0.02,0.00
29 jun 2005,79.0,50.0,0.00,0.00
30 jun 2005,88.0,57.0,0.00,0.00
1 jul 2005,93.0,62.1,0.00,0.00
2 jul 2005,82.0,57.9,0.00,0.00
3 jul 2005,84.0,53.1,0.00,0.00
4 jul 2005,89.1,55.0,0.00,0.00
5 jul 2005,95.0,60.1,0.00,0.00
6 jul 2005,93.9,64.0,0.00,0.00
7 jul 2005,93.0,61.0,0.00,0.00
8 jul 2005,97.0,66.9,0.00,0.00
9 jul 2005,72.0,57.0,0.02,0.00
10 jul 2005,79.0,57.0,T,0.00
11 jul 2005,96.1,59.0,0.00,0.00
12 jul 2005,102.9,68.0,0.00,0.00
13 jul 2005,93.9,66.0,0.00,0.00
14 jul 2005,91.0,55.9,0.00,0.00
15 jul 2005,105.1,64.9,0.00,0.00
16 jul 2005,96.1,66.9,0.00,0.00
17 jul 2005,88.0,55.9,0.00,0.00
18 jul 2005,98.1,61.0,0.00,0.00
19 jul 2005,100.9,66.0,0.00,0.00
20 jul 2005,100.0,64.9,0.00,0.00
